unit_id,unit_type,unit_title,rank,score,overlap,tag,full_label,file,line,kind,section_title,snippet,query_sha256,status
fga.190.sa,section,Preliminaries on categories,5,37.431023,categories;category;consists;data;definition;morphisms;of,003H,categories-definition-2-category,categories.tex,5132,definition,2-categories,"egin definition A (strict) 2 -category C consists of the following data egin enumerate A set of objects ( C ) . For each pair x, y ( C ) a category C (x, y) . The objects of C (x, y) will be called 1 -morphisms and denoted F : x o y . The morphisms between these 1 -morphisms will",40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,6,35.819248,categories;category;data;definition;descent;morphisms;of,026E,stacks-definition-effective-descent-datum,stacks.tex,429,definition,Descent data in fibred categories,"egin definition Let C be a category. Let p : S o C be a fibred category. Make a choice of pullbacks as in Categories, Definition ef categories-definition-pullback-functor-fibred-category . Let U = \ f i : U i o U\ i I be a family of morphisms with target U . Assume all the fibre ",40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,7,34.094615,categories;category;data;descent;morphisms;of,023X,descent-lemma-family-is-one,descent.tex,8250,lemma,Descent data for schemes over schemes,"egin lemma Let S be a scheme. Let \ X i o S\ i I be a family of morphisms with target S . Set X = oprod i I X i , and consider it as an S -scheme. There is a canonical equivalence of categories egin matrix ext category of descent data \\ ext relative to the family \ X i o S\ i I ",40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,8,33.780197,categories;category;data;descent;morphisms;of,0ADK,spaces-descent-lemma-family-is-one,spaces-descent.tex,3356,lemma,Descent data for spaces over spaces,egin lemma Let S be a scheme. Let \ X i o X\ i I be a family of morphisms of algebraic spaces over S with fixed target X . Set Y = oprod i I X i . There is a canonical equivalence of categories egin matrix ext category of descent data \\ ext relative to the family \ X i o X\ i I ,40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,9,33.684925,category;descent;preliminaries;subsection,08WF,descent-subsection-category-prelims,descent.tex,830,subsection,Category-theoretic preliminaries,"Category-theoretic preliminaries We start by recalling a few basic notions from category theory which will simplify the exposition. In this subsection, fix an ambient category.",40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,10,33.458635,categories;data;definition;descent;of;on,0ADT,spaces-descent-lemma-descent-data-sheaves,spaces-descent.tex,3587,lemma,Descent data in terms of sheaves,"egin lemma Let S be a scheme. Let \ X i o X\ i I be an fppf covering of algebraic spaces over S (Topologies on Spaces, Definition ef spaces-topologies-definition-fppf-covering ). There is an equivalence of categories \ egin matrix ext descent data (V i, arphi ij )\\ ext relative ",40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,11,32.550343,category;data;descent;of;on,023E,descent-lemma-zariski-descent-effective,descent.tex,176,lemma,Descent data for quasi-coherent sheaves,"egin lemma Let S be a scheme. Let S = igcup U i be an open covering. Any descent datum on quasi-coherent sheaves for the family U = \ U i o S\ is effective. Moreover, the functor from the category of quasi-coherent O S -modules to the category of descent data with respect to U is",40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa,section,Preliminaries on categories,12,32.215771,data;descent;of;on,02W4,descent-section-descent-data-sheaves,descent.tex,9327,section,Descent data in terms of sheaves,Descent data in terms of sheaves Here is another way to think about descent data in case of a covering on a site. egin lemma Let au \ Zari,40C1E5589B19C7447438C8F224BEC466AC9CF585FDFF9DF64E83955EDCF05CF2,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,1,23.180981,category;consists;definition;denoted;of,003H,categories-definition-2-category,categories.tex,5132,definition,2-categories,"egin definition A (strict) 2 -category C consists of the following data egin enumerate A set of objects ( C ) . For each pair x, y ( C ) a category C (x, y) . The objects of C (x, y) will be called 1 -morphisms and denoted F : x o y . The morphisms between these 1 -morphisms will",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,2,22.455941,category;consists;definition;denoted;of,0014,categories-definition-category,categories.tex,38,definition,Definitions,"egin definition A category C consists of the following data: egin enumerate A set of objects ( C ) . For each pair x, y ( C ) a set of morphisms C (x, y) . For each triple x, y, z ( C ) a composition map C (y, z) imes C (x, y) o C (x, z) , denoted ( , ) irc . These data are to sa",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,3,21.738421,an;by;category;consists;definition;object;of,06H3,formal-defos-definition-formal-objects,formal-defos.tex,1399,definition,Formal objects and completion categories,"egin definition Let F be a category cofibered in groupoids over C . The category F of formal objects of F is the category with the following objects and morphisms. egin enumerate A formal object = (R, n, f n) of F consists of an object R of C , and a collection indexed by n N of ",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,4,21.571156,category;definition;fibered;functor,06GJ,formal-defos-definition-category-cofibred-groupoids,formal-defos.tex,1142,definition,Categories cofibered in groupoids,egin definition Let C be a category. A category cofibered in groupoids over C is a category F equipped with a functor p: F o C such that F opp is a category fibered in groupoids over C opp via p opp : F opp o C opp .,6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,5,20.519550,an;as;category;consists;definition;of,0145,derived-definition-triangulated-category,derived.tex,95,definition,The definition of a triangulated category,"egin definition A triangulated category consists of a triple ( D , \ [n]\ n Z , T ) where egin enumerate D is an additive category, [1] : D o D , E E[1] is an additive auto-equivalence and [n] for n Z is as discussed above, and T is a set of triangles (Definition ef definition-tr",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,6,20.257161,an;by;category;definition;morphism;object;of,003P,categories-definition-final-object-2-category,categories.tex,5507,definition,2-fibre products,"egin definition A final object of a (2, 1) -category C is an object x such that egin enumerate for every y ( C ) there is a morphism y o x , and every two morphisms y o x are isomorphic by a unique 2-morphism.",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,7,20.205818,an;as;category;consists;morphism;object;of,0DY7,examples-defos-example-schemes,examples-defos.tex,1208,example,Schemes,"egin example [Schemes] Let F be the category defined as follows egin enumerate an object is a pair (A, X) consisting of an object A of C and a scheme X flat over A , and a morphism (f, g) : (B, Y) o (A, X) consists of a morphism f : B o A in C together with a morphism g : X o Y s",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,8,19.615964,an;as;category;consists;morphism;object;of,0DY1,examples-defos-example-rings,examples-defos.tex,814,example,Rings,"egin example [Rings] Let F be the category defined as follows egin enumerate an object is a pair (A, P) consisting of an object A of C and a flat A -algebra P , and a morphism (f, g) : (B, Q) o (A, P) consists of a morphism f : B o A in C together with a map g : Q o P which is f ",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,9,19.387826,an;as;category;consists;morphism;object;of,0E3Z,examples-defos-example-spaces,examples-defos.tex,1778,example,Algebraic spaces,"egin example [Algebraic spaces] Let F be the category defined as follows egin enumerate an object is a pair (A, X) consisting of an object A of C and an algebraic space X flat over A , and a morphism (f, g) : (B, Y) o (A, X) consists of a morphism f : B o A in C together with a m",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,10,19.088253,an;by;category;consists;morphism;object;of,04ZQ,stacks-properties-remark-representable-over,stacks-properties.tex,637,remark,Properties of morphisms representable by algebraic spaces,"egin remark Let Y be an algebraic stack. Consider the following 2 -category: egin enumerate An object is a morphism f : X o Y which is representable by algebraic spaces, a 1 -morphism (g, eta) : (f 1 : X 1 o Y ) o (f 2 : X 2 o Y ) consists of a morphism g : X 1 o X 2 and a 2 -mor",6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,11,18.918176,an;by;category;definition;functor;morphism;of,0150,derived-definition-delta-functor,derived.tex,299,definition,The definition of a triangulated category,egin definition Let A be an abelian category. Let D be a triangulated category. A elta -functor from A to D is given by a functor G : A o D and a rule which assigns to every short exact sequence 0 o A a B b C o 0 a morphism elta = elta A o B o C : G(C) o G(A)[1] such that egin en,6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1-1,result,A. Definition 1.1,12,18.832666,an;category;fibered;functor;object,06GK,formal-defos-remarks-cofibered-groupoids,formal-defos.tex,1164,remarks,Categories cofibered in groupoids,egin remarks Everything about categories fibered in groupoids translates directly to the cofibered setting. The following remarks are meant to fix notation. Let C be a category. egin enumerate We often omit the functor p: F o C from the notation. The fiber category over an object,6359A99AF25CB873B11EDADB1796C4D36B0837989151DB7448F13098E546D0BA,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,1,27.588627,be;category;defined;exist;in;is;objects;of;products,016Q,simplicial-definition-product,simplicial.tex,585,definition,Products of simplicial objects,"egin definition Let C be a category. Let U and V be simplicial objects of C . Assume the products U n imes V n exist in C . The product of U and V is the simplicial object U imes V defined as follows: egin enumerate (U imes V) n = U n imes V n , d n i = (d n i, d n i) , and s n i",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,2,27.095219,be;category;defined;exist;in;is;objects;of;products,016Z,simplicial-definition-product-cosimplicial-objects,simplicial.tex,726,definition,Products of cosimplicial objects,"egin definition Let C be a category. Let U and V be cosimplicial objects of C . Assume the products U n imes V n exist in C . The product of U and V is the cosimplicial object U imes V defined as follows: egin enumerate (U imes V) n = U n imes V n , for any arphi : [n] o [m] the ",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,3,26.650711,be;category;defined;exist;in;is;objects;of;products,0172,simplicial-definition-fibre-product-cosimplicial-objects,simplicial.tex,767,definition,Fibre products of cosimplicial objects,"egin definition Let C be a category. Let U, V, W be cosimplicial objects of C . Let a : V o U and b : W o U be morphisms. Assume the fibre products V n imes U n W n exist in C . The fibre product of V and W over U is the cosimplicial object V imes U W defined as follows: egin enu",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,4,26.446663,be;category;defined;exist;in;is;objects;of;products,016T,simplicial-definition-fibre-product,simplicial.tex,628,definition,Fibre products of simplicial objects,"egin definition Let C be a category. Let U, V, W be simplicial objects of C . Let a : V o U , b : W o U be morphisms. Assume the fibre products V n imes U n W n exist in C . The fibre product of V and W over U is the simplicial object V imes U W defined as follows: egin enumerate",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,5,25.658100,be;category;fiber;fibered;functor;in;to,06GK,formal-defos-remarks-cofibered-groupoids,formal-defos.tex,1164,remarks,Categories cofibered in groupoids,egin remarks Everything about categories fibered in groupoids translates directly to the cofibered setting. The following remarks are meant to fix notation. Let C be a category. egin enumerate We often omit the functor p: F o C from the notation. The fiber category over an object,A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,6,25.184707,be;category;defined;example;in;objects;of,09MM,dga-example-graded-category-graded-objects,dga.tex,2968,example,Graded categories,"egin example [Graded category of graded objects] Let B be an additive category. Recall that we have defined the category ext Gr ( B ) of graded objects of B in Homology, Definition ef homology-definition-graded . In this example, we will construct a graded category ext Gr gr ( B ",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,7,24.138329,by;category;defined;functor;is;objects;of,0FGA,weil-lemma-motives,weil.tex,657,lemma,Chow motives,"egin lemma The category M k whose objects are motives over k and morphisms are morphisms of motives over k is a Q -linear category. There is a contravariant functor h : \ ext smooth projective schemes over k\ M k defined by h(X) = (X, 1, 0) and h(f) = [ f] .",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,8,24.088663,be;by;category;defined;morphism;objects;of,01G0,hypercovering-definition-SR,hypercovering.tex,111,definition,Semi-representable objects,"egin definition Let C be a category. We denote ext SR ( C ) the category of semi-representable objects defined as follows egin enumerate objects are families of objects \ U i\ i I , and morphisms \ U i\ i I o \ V j\ j J are given by a map : I o J and for each i I a morphism f i :",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,9,23.916411,by;category;example;exist;in;of;products,02X9,categories-lemma-2-fibre-product-categories,categories.tex,5613,lemma,2-fibre products,"egin lemma In the (2, 1) -category of categories 2 -fibre products exist and are given by the construction of Example ef example-2-fibre-product-categories .",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,10,23.520925,be;by;defined;example;in;products;to,0FC0,chow-section-intersection-product,chow.tex,14296,section,Intersection products,"Intersection products Let k be a field. In this section we work over S = (k) with elta : S o Z defined by sending the unique point to 0 , see Example",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,11,22.579064,be;category;defined;exist;in;is;objects;of,016W,simplicial-definition-push-out,simplicial.tex,672,definition,Pushouts of simplicial objects,"egin definition Let C be a category. Let U, V, W be simplicial objects of C . Let a : U o V , b : U o W be morphisms. Assume the pushouts V n U n W n exist in C . The pushout of V and W over U is the simplicial object V U W defined as follows: egin enumerate (V U W) n = V n U n W",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.1,result,Example 1,12,22.303864,be;category;defined;is;objects;to,001K,categories-definition-product-category,categories.tex,419,definition,Definitions,"egin definition Let A , B be categories. We define the product category A imes B to be the category with objects ( A imes B ) = ( A ) imes ( B ) and A imes B ((x, y), (x', y')) := A (x, x')imes B (y, y'). Composition is defined componentwise.",A3685B0C7852E68190BA7A650AD891A71EA489E8794A37BFC235E7A03D41565E,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,1,25.620350,be;category;example;functor;is;morphism;on;sheaves,08PF,sites-cohomology-example-category-to-point,sites-cohomology.tex,10016,example,Homology on a category,"egin example [Category over point] Let C be a category. Endow C with the chaotic topology (Sites, Example ef sites-example-indiscrete ). Thus presheaves and sheaves agree on C . The functor p : C o * where * is the category with a single object and a single morphism is cocontinuo",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,2,25.568385,be;category;is;modules;of;on;quasi-coherent;sheaves,06WT,stacks-sheaves-proposition-quasi-coherent,stacks-sheaves.tex,2134,proposition,Quasi-coherent sheaves and presentations,"egin proposition Let (U, R, s, t, c) be a groupoid in algebraic spaces over S . Let X = [U/R] be the quotient stack. The category of quasi-coherent modules on X is equivalent to the category of quasi-coherent modules on (U, R, s, t, c) .",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,3,25.321685,be;category;functor;morphism;of;on;quasi-coherent;sheaves,03LJ,groupoids-lemma-pullback,groupoids.tex,2679,lemma,Quasi-coherent sheaves on groupoids,"egin lemma Let S be a scheme. Consider a morphism f : (U, R, s, t, c) o (U', R', s', t', c') of groupoid schemes over S . Then pullback f * given by ( F , ) (f * F , f * ) defines a functor from the category of quasi-coherent sheaves on (U', R', s', t', c') to the category of qua",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,4,25.148106,be;category;functor;modules;of;on;quasi-coherent;sheaves,03DX,descent-proposition-equivalence-quasi-coherent,descent.tex,2499,proposition,"Quasi-coherent sheaves and topologies, I","egin proposition Let S be a scheme. Let au \ Zariski, , smooth, syntomic, fppf\ . egin enumerate The functor F F a defines an equivalence of categories ( O S) (( /S) au, O ) between the category of quasi-coherent sheaves on S and the category of quasi-coherent O -modules on the b",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,5,25.139122,category;is;modules;of;on;quasi-coherent;sheaves,03DR,descent-section-quasi-coherent-sheaves,descent.tex,2138,section,"Quasi-coherent sheaves and topologies, I","Quasi-coherent sheaves and topologies, I The results in this section say there is a natural equivalence between the category quasi-coherent modules on a scheme S and the category of quasi-c",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,6,24.136274,be;category;functor;is;modules;of;on;quasi-coherent;sheaves,023E,descent-lemma-zariski-descent-effective,descent.tex,176,lemma,Descent data for quasi-coherent sheaves,"egin lemma Let S be a scheme. Let S = igcup U i be an open covering. Any descent datum on quasi-coherent sheaves for the family U = \ U i o S\ is effective. Moreover, the functor from the category of quasi-coherent O S -modules to the category of descent data with respect to U is",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,7,24.135605,category;modules;of;on;quasi-coherent;sheaves,0ALF,examples-section-nonabelian-QCoh,examples.tex,941,section,Nonabelian category of quasi-coherent modules,"Nonabelian category of quasi-coherent modules In Sheaves on Stacks, Section ef stacks-sheaves-section-quasi-coherent we defined the category of quasi-coherent modules on a category fibred in groupoids",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,8,23.847080,be;category;if;is;modules;of;on;quasi-coherent;sheaves,077S,groupoids-lemma-abelian,groupoids.tex,2775,lemma,Quasi-coherent sheaves on groupoids,"egin lemma Let S be a scheme. Let (U, R, s, t, c) be a groupoid scheme over S . If s , t are flat, then the category of quasi-coherent modules on (U, R, s, t, c) is abelian.",0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
fga.190.sa.result.2,result,Example 2,9,23.619281,be;category;if;is;modules;of;on;quasi-coherent;sheaves,06WI,stacks-sheaves-lemma-characterize-quasi-coherent,stacks-sheaves.tex,1581,lemma,Quasi-coherent modules,egin lemma Let p : X o ( /S) fppf be a category fibred in groupoids. Let F be a sheaf of O X -modules. Then F is quasi-coherent if and only if x * F is a quasi-coherent sheaf on ( /U) fppf for every object x of X with U = p(x) .,0CD8B924D242243527A4D3E4326787D491F35814A09FA2F6AD59B52E849764FA,lexical_candidate_only
