unit_id,unit_type,unit_title,rank,score,overlap,tag,full_label,file,line,kind,section_title,snippet,query_sha256,status
fga.195.sb,section,The two existence theorems,7,17.572902,above;as;be;by;functor;is;of;to,01LT,constructions-lemma-spec-affine,constructions.tex,492,lemma,Relative spectrum as a functor,"egin lemma In Situation ef situation-relative-spec . Let F be the functor associated to (S, A ) above. If S is affine, then F is representable by the affine scheme ( (S, A )) .",79439C22FECA3D7EA7DD1F0CFB995C897237ACA4357A0E0E74404F06653B20B3,lexical_candidate_only
fga.195.sb,section,The two existence theorems,8,17.036023,algebra;be;by;is;means;of;two,010J,homology-definition-extension,homology.tex,1263,definition,Extensions,"egin definition Let A be an abelian category. Let A, B ( A ) . An extension E of B by A is a short exact sequence 0 o A o E o B o 0. A morphism of extensions between two extensions 0 o A o E o B o 0 and 0 o A o F o B o 0 means a morphism f : E o F in A making the diagram 0 A ext ",79439C22FECA3D7EA7DD1F0CFB995C897237ACA4357A0E0E74404F06653B20B3,lexical_candidate_only
fga.195.sb,section,The two existence theorems,9,17.024436,above;as;be;by;functor;is;of;to;we,01JG,schemes-definition-representable-functor,schemes.tex,2789,definition,A representability criterion,"egin definition (See Categories, Definition ef categories-definition-representable-functor .) Let F be a contravariant functor from the category of schemes to the category of sets (as above). We say that F is representable by a scheme or representable if there exists a scheme X s",79439C22FECA3D7EA7DD1F0CFB995C897237ACA4357A0E0E74404F06653B20B3,lexical_candidate_only
fga.195.sb,section,The two existence theorems,10,16.967409,above;as;by;functor;is;of,01NY,constructions-lemma-relative-proj,constructions.tex,3857,lemma,Relative Proj as a functor,egin lemma In Situation ef situation-relative-proj . The functor F above is representable by a scheme.,79439C22FECA3D7EA7DD1F0CFB995C897237ACA4357A0E0E74404F06653B20B3,lexical_candidate_only
fga.195.sb,section,The two existence theorems,11,16.920779,be;existence;notation;of;to;we,0CYW,coherent-section-existence-proper-support,coherent.tex,7603,section,"Grothendieck's existence theorem, III","Grothendieck's existence theorem, III To state the general version of Grothendieck's existence theorem we introduce a bit more notation. Let A be a Noetherian ring complete with respec",79439C22FECA3D7EA7DD1F0CFB995C897237ACA4357A0E0E74404F06653B20B3,lexical_candidate_only
fga.195.sb,section,The two existence theorems,12,16.905944,above;as;functor;is;notation;of;to;we,0BUZ,duality-lemma-compute-sheafhom-affine,duality.tex,2488,lemma,Right adjoint of pushforward for finite morphisms,"egin lemma With notation as above. The functor (f * O Y, -) is a right adjoint to the restriction functor extit Mod (f * O Y) o extit Mod ( O X) . For an affine open U X we have (U, (f * O Y, F )) = om A(B, F (U)) where A = O X(U) and B = O Y(f -1 (U)) .",79439C22FECA3D7EA7DD1F0CFB995C897237ACA4357A0E0E74404F06653B20B3,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,1,21.891060,commutes;finite;functor;if;in;products,04BB,sites-lemma-j-shriek-commutes-equalizers-fibre-products,sites.tex,5406,lemma,Localization,"egin lemma Let C be a site. Let U ( C ) . The functor j U! commutes with fibre products and equalizers (and more generally finite connected limits). In particular, if F F ' in ( C /U) , then j U! F j U! F ' .",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,2,20.181524,conditions;enumerate;functor;if;in;is;satisfies,06I0,formal-defos-lemma-S1-S2-associated-functor,formal-defos.tex,2878,lemma,Schlessinger's conditions,"egin lemma Let F be a category cofibered in groupoids over C . egin enumerate If F satisfies (S1), then so does F . If F satisfies (S2), then so does F provided at least one of the following conditions is satisfied egin enumerate F is a predeformation category, the category F (k)",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,3,20.138139,commutes;enumerate;finite;functor;if;in;is;it,0034,categories-definition-exact,categories.tex,3279,definition,Exact functors,egin definition Let F : A o B be a functor. egin enumerate Suppose all finite limits exist in A . We say F is left exact if it commutes with all finite limits. Suppose all finite colimits exist in A . We say F is right exact if it commutes with all finite colimits. We say F is ex,7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,4,20.045816,commutes;enumerate;functor;if;products,01G2,hypercovering-lemma-coprod-prod-SR,hypercovering.tex,174,lemma,Semi-representable objects,"egin lemma Let C be a category. egin enumerate the category ext SR ( C ) has coproducts and F commutes with them, the functor F : ext SR ( C ) o extit PSh ( C ) commutes with limits, if C has fibre products, then ext SR ( C ) has fibre products, if C has products of pairs, then e",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,5,19.506970,algebra;conditions;enumerate;finite;if;is;satisfies,0ALQ,restricted-lemma-rig-etale,restricted.tex,1764,lemma,Rig-etale algebras,"egin lemma Let A be a Noetherian ring and let I be an ideal. Let B be a finite type A -algebra. egin enumerate If (B) o (A) is etale over (A) V(I) , then B satisfies the equivalent conditions of Lemma ef lemma-equivalent-with-artin . If B satisfies the equivalent conditions of Le",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,6,18.190071,algebra;conditions;enumerate;if;is;satisfies;two,0G9J,more-algebra-lemma-surjection-property-ext-1-annihilated,more-algebra.tex,22600,lemma,Two term complexes,"egin lemma Let I be an ideal of a ring R . Let : K o K' be a morphism of D(R) . Assume egin enumerate H i(K) = H i(K') = 0 for i \ -1, 0\ H 0( ) is an isomorphism and H -1 ( ) is surjective. If K satisfies the equivalent conditions (1), (2), and (3) of Lemma ef lemma-ext-1-annihi",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,7,17.947213,commutes;enumerate;functor;in;is;products,00XS,sites-lemma-preserve-equalizers,sites.tex,4627,lemma,Cocontinuous functors and morphisms of topoi,"egin lemma Let C and D be sites. Let u : C o D be a functor. Assume that egin enumerate u is cocontinuous, u is continuous, and fibre products and equalizers exist in C and u commutes with them. In this case the functor g ! above commutes with fibre products and equalizers (and m",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,8,17.921999,algebra;ii;in;products,0D2G,more-algebra-section-fibre-products-rings-II,more-algebra.tex,519,section,"Fibre products of rings, II","Fibre products of rings, II In this section we discuss fibre products in the following situation. egin situation In the following",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,9,17.845632,algebra;finite;if;ii;in;is;products,0D2H,more-algebra-lemma-finite-module-over-fibre-product,more-algebra.tex,775,lemma,"Fibre products of rings, II","egin lemma Let A, A', B, B', I, M, M', N, arphi be as in Lemma ef lemma-module-over-fibre-product . If N finite over B and M' finite over A' , then N' = N imes arphi, M M' is finite over B' .",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,10,17.696178,commutes;enumerate;finite;functor;if;in;is;products,00YC,sites-proposition-point-limits,sites.tex,8309,proposition,Constructing points,"egin proposition Let C be a site. Assume that finite limits exist in C . (I.e., C has fibre products, and a final object.) A point p of such a site C is given by a functor u : C o extit Sets such that egin enumerate u commutes with finite limits, and if \ U i o U\ is a covering, ",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,11,17.397157,functor;homomorphism;if;in;is;it,001F,categories-example-group-homomorphism-functor,categories.tex,247,example,Definitions,egin example A homomorphism p : Go H of groups gives rise to a functor between the associated groupoids in Example ef example-group-groupoid . It is faithful (resp.\ fully faithful) if and only if p is injective (resp.\ an isomorphism).,7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.1,theorem,Theorem 1,12,17.345482,enumerate;functor;if;in;it;satisfies,0ETM,topologies-lemma-sheaf-property-V,topologies.tex,3665,lemma,The V topology,"egin lemma Let F be a contravariant functor on the category of schemes with values in sets. Then F satisfies the sheaf property for the V topology if and only if it satisfies egin enumerate the sheaf property for every Zariski covering, and the sheaf property for any standard V c",7A2CCA0C88C54B13FDD5060D2F9E0D745ACE69FFAA2929810FD22A936E28FD52,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,1,35.097848,algebra;artinian;as;ideal;if;is;length;maximal;module;of;ring,00JB,algebra-lemma-artinian-finite-length,algebra.tex,12787,lemma,Artinian rings,"egin lemma A ring R is Artinian if and only if it has finite length as a module over itself. Any such ring R is both Artinian and Noetherian, any prime ideal of R is a maximal ideal, and R is equal to the (finite) product of its localizations at its maximal ideals.",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,2,32.126527,algebra;an;as;be;ideal;if;is;length;maximal;module;of;ring,00IY,algebra-lemma-dimension-is-length,algebra.tex,12460,lemma,Length,egin lemma Let R be a ring with maximal ideal m . Suppose that M is an R -module with m M = 0 . Then the length of M as an R -module agrees with the dimension of M as a R/ m vector space. The length is finite if and only if M is a finite R -module.,E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,3,31.980999,algebra;an;be;ideal;if;in;is;length;local;maximal;module;ring,00IW,algebra-lemma-length-infinite,algebra.tex,12421,lemma,Length,"egin lemma Let R be a local ring with maximal ideal m . If M is an R -module and m n M = 0 for all n 0 , then ext length R(M) = . In other words, if M has finite length then m nM = 0 for some n .",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,4,31.157451,an;artinian;be;in;is;length;local;module;of;particular;ring,08YX,dualizing-lemma-finite,dualizing.tex,695,lemma,Duality over Artinian local rings,"egin lemma Let (R, m, appa) be an artinian local ring. Let E be an injective hull of appa . For every finite R -module M we have ext length R(M) = ext length R(om R(M, E)) In particular, the injective hull E of appa is a finite R -module.",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,5,30.630345,an;artinian;as;be;is;length;local;module;ring,08YW,dualizing-section-artinian,dualizing.tex,680,section,Duality over Artinian local rings,"Duality over Artinian local rings Let (R, m, appa) be an artinian local ring. Recall that this implies R is Noetherian and that R has finite length as an R -module. Moreover an R",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,6,29.534719,algebra;an;artinian;be;ideal;is;local;maximal;module;ring,051G,algebra-lemma-local-artinian-characterize-flat,algebra.tex,24321,lemma,Flatness criteria over Artinian rings,"egin lemma Let R be a local ring with nilpotent maximal ideal. Let M be an R -module. The following are equivalent egin enumerate M is flat over R , M is a free R -module, and M is a projective R -module.",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,7,28.566390,algebra;be;ideal;is;length;local;maximal;module;of;ring,02M0,algebra-lemma-pushdown-module,algebra.tex,12603,lemma,Length,"egin lemma Let A be a local ring with maximal ideal m . Let B be a semi-local ring with maximal ideals m i , i = 1, , n . Suppose that A o B is a homomorphism such that each m i lies over m and such that [appa( m i) : appa( m)] < . Let M be a B -module of finite length. Then ext ",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,8,27.450088,algebra;artinian;as;be;case;if;in;is;length;local;module;ring,02HS,algebra-definition-small-extension,algebra.tex,38937,definition,Smooth ring maps in the Noetherian case,"egin definition Let arphi : B' o B be a ring map. We say arphi is a small extension if B' and B are local Artinian rings, arphi is surjective and I = (arphi) has length 1 as a B' -module.",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,9,27.347187,algebra;an;be;ideal;is;length;maximal;module;ring,00J2,algebra-lemma-characterize-length-1,algebra.tex,12517,lemma,Length,"egin lemma Let R be a ring. Let M be an R -module. The following are equivalent: egin enumerate M is simple, ext length R(M) = 1 , and M ong R/ m for some maximal ideal m R .",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,10,27.241727,algebra;an;artinian;be;is;length;local;of;ring,00JI,algebra-lemma-K0prime-Artinian,algebra.tex,13119,lemma,K-groups,egin lemma Let R be an Artinian local ring. The map ext length R : K' 0(R) o Z of Lemma ef lemma-length-K0 is an isomorphism.,E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,11,27.038719,algebra;an;artinian;if;is;length;local;ring,00JD,algebra-lemma-length-K0,algebra.tex,13025,lemma,K-groups,egin lemma If R is an Artinian local ring then the length function defines a natural abelian group homomorphism ext length R : K' 0(R) o Z .,E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sb.theorem.2,theorem,Theorem 2,12,26.362276,algebra;an;be;ideal;if;length;local;maximal;module;ring,00MJ,algebra-lemma-prepare-local-criterion-flatness,algebra.tex,23560,lemma,Criteria for flatness,"egin lemma Let R be a local ring with maximal ideal m and residue field appa = R/ m . Let M be an R -module. If ext Tor 1 R(appa, M) = 0 , then for every finite length R -module N we have ext Tor 1 R(N, M) = 0 .",E357D8FF8E3A57F4EDEA5F979D0EC5D9AB26F8F4C6262B661F20FD442478FFB6,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,1,38.090093,be;by;general;is;of;on;remarks;represented,07JM,crystalline-lemma-category-with-covering,crystalline.tex,3471,lemma,General remarks on cohomology,"egin lemma Let C be a category endowed with the chaotic topology. Let X be an object of C such that every object of C has a morphism towards X . Assume that C has products of pairs. Then for every abelian sheaf F on C the total cohomology R ( C , F ) is represented by the complex",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,2,32.399156,general;of;on;remarks;to,07JI,crystalline-section-cohomology-lqc,crystalline.tex,3298,section,General remarks on cohomology,General remarks on cohomology In this section we do a bit of work to translate the cohomology of modules on the cristalline site of an affine scheme into an algebraic question. egin lem,D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,3,31.422930,general;remarks,025T,spaces-section-general,spaces.tex,77,section,General remarks,"General remarks We work in a suitable big fppf site fppf as in Topologies, Definition ef topologies-definition-big-fppf-site . So, if not explicitly stated otherwise all",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,4,28.675568,be;general;locally;on;remarks,07JJ,crystalline-lemma-vanishing-lqc,crystalline.tex,3306,lemma,General remarks on cohomology,"egin lemma In Situation ef situation-global . Let F be a locally quasi-coherent O X/S -module on ext Cris (X/S) . Then we have H p((U, T, elta), F ) = 0 for all p > 0 and all (U, T, elta) with T or U affine.",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,5,28.111359,of;on;remarks;some;to,0GQS,stacks-cohomology-section-further-remarks,stacks-cohomology.tex,2230,section,Further remarks on quasi-coherent modules,Further remarks on quasi-coherent modules In this section we collect some results that to help understand how to use quasi-coherent modules on algebraic stacks. Let f : U,D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,6,27.567393,is;noetherian;of;on;remarks;some;to,02F5,exercises-remarks-divisors,exercises.tex,4869,remarks,Divisors,egin remarks Here are some trivial remarks. egin enumerate On a Noetherian integral scheme X the sheaf K X is constant with value the function field K(X) . To make sense out of the definitions above one needs to show that ext length O ( O /(ab)) = ext length O ( O /(a)) + ext len,D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,7,27.529672,be;by;functors;on;remarks,06TE,formal-defos-theorem-minimal-smooth-prorepresentable-presentations,formal-defos.tex,7048,theorem,Remarks regarding minimality,"egin theorem Let F be a category cofibered in groupoids over C . Consider the following conditions egin enumerate F admits a presentation by a normalized smooth prorepresentable groupoid in functors on C , F admits a presentation by a smooth prorepresentable groupoid in functors ",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,8,27.329820,be;of;on;remarks;some,0CDS,pic-section-remarks-picard,pic.tex,1333,section,Some remarks on Picard groups,"Some remarks on Picard groups This section continues the discussion in Varieties, Section ef varieties-section-picard-groups and will be continued in Algebraic Curves, Section ef curv",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,9,27.045708,be;by;is;locally;noetherian;of;on;represented,094G,sites-cohomology-lemma-locally-constant,sites-cohomology.tex,14247,lemma,Complexes with locally constant cohomology sheaves,"egin lemma Let C be a site with final object X . Let be a Noetherian ring. Let K D b( C , ) with H i(K) locally constant sheaves of -modules of finite type. Then there exists a covering \ U i o X\ such that each K| U i is represented by a complex of locally constant sheaves of -m",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,10,26.842283,functors;of;on;some;special,0FZY,equiv-section-special-functors,equiv.tex,2742,section,Special functors,Special functors In this section we prove some results on functors of a special type that we will use later in this chapter. egin definition definition-siblings-g,D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,11,26.789616,be;by;of;on;remarks;represented,0G1Z,injectives-remark-ext-from-filtered-complex,injectives.tex,2311,remark,Additional remarks on Grothendieck abelian categories,"egin remark Let A be a Grothendieck abelian category. Let K D( A ) . Let M ullet be a filtered complex of A , see Homology, Definition ef homology-definition-filtered-complex . For ease of notation denote M , M/F pM , ext gr pM the object of D( A ) represented by M ullet , M ulle",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc,section,Applications to some special cases,12,26.706462,by;functors;of;represented,089R,constructions-section-grassmannian,constructions.tex,4956,section,Grassmannians,"Grassmannians In this section we introduce the standard Grassmannian functors and we show that they are represented by schemes. Pick integers k , n with 0 < k < n . We wi",D0C8EB056128FBE8D2046D614256B7DFD0CC2D38B8DC490D28FBEEA492B6D218,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,1,22.393239,algebras;arbitrary;be;consider;functor;is;of;ring,0GNT,functors-example-functor-modules,functors.tex,508,example,Functors between categories of modules,"egin example Let R be a ring. Let A and B be R -algebras. Let K be a A R B -module. Then we can consider the functor egin equation F : ext Mod A ext Mod B, M M A K This functor is R -linear, right exact, commutes with arbitrary direct sums, commutes with all colimits, has a right",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,2,22.387915,arbitrary;be;category;functor;hom;of;on,03EN,sites-modules-lemma-internal-hom-commute-limits,sites-modules.tex,3838,lemma,Internal Hom,"egin lemma Internal hom and (co)limits. Let C be a category and let O be a presheaf of rings. egin enumerate For any presheaf of O -modules F the functor extit PMod ( O ) extit PMod ( O ) , G O ( F , G ) commutes with arbitrary limits. For any presheaf of O -modules G the functor",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,3,19.923670,arbitrary;be;category;functor;if;is;of;on;ring,0GLP,more-algebra-lemma-derived-complete-modules,more-algebra.tex,26755,lemma,The category of derived complete modules,"egin lemma Let A be a ring and let I A be an ideal. The category C of derived complete modules is abelian, has arbitrary limits, and the inclusion functor F : C o ext Mod A is exact and commutes with limits. If I is finitely generated, then C has arbitrary colimits and F has a le",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,4,19.619628,arbitrary;be;category;flat;functor;is;of;on;ring,05EN,more-algebra-lemma-exact,more-algebra.tex,24743,lemma,Formal glueing of module categories,"egin lemma Assume arphi : R o S is a flat ring map and let I = (f 1, , f t) R be an ideal. Then ext Glue (R o S, f 1, , f t) is an abelian category, and the functor ext Can is exact and commutes with arbitrary colimits.",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,5,19.490321,arbitrary;artinian;is;on;ring,05LJ,more-algebra-section-flattening-artinian,more-algebra.tex,3997,section,Flattening over an Artinian ring,"Flattening over an Artinian ring A universal flattening exists when the base ring is an Artinian local ring. It exists for an arbitrary module. Hence, as we will see later, a flatting st",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,6,19.478163,flat;functor;hom;is;noetherian;of,08JY,quot-lemma-noetherian-hom,quot.tex,590,lemma,The Hom functor,"egin lemma In Situation ef situation-hom assume that egin enumerate B is a Noetherian algebraic space, f is locally of finite type and quasi-separated, F is a finite type O X -module, and G is a finite type O X -module, flat over B , with support proper over B . Then the functor ",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,7,19.207660,arbitrary;be;category;functor;if;is;of;ring,0ARD,examples-lemma-derived-complete-modules,examples.tex,715,lemma,The category of derived complete modules,"egin lemma Let A be a ring and let I A be an ideal. The category C of derived complete modules is abelian and the inclusion functor F : C o ext Mod A is exact and commutes with arbitrary limits. If I is finitely generated, then C has arbitrary direct sums and colimits, but F does",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,8,18.998790,be;functor;hom;is;on;ring,0A5W,more-algebra-section-RHom,more-algebra.tex,18643,section,Derived hom,"Derived hom Let R be a ring. The derived hom we will define in this section is a functor D(R) opp imes D(R) D(R), (K, L) Rom R(K, L)",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,9,18.997111,flat;functor;hom;if;is;of,08K6,quot-proposition-hom,quot.tex,670,proposition,The Hom functor,"egin proposition In Situation ef situation-hom assume that egin enumerate f is of finite presentation, and G is a finitely presented O X -module, flat over B , with support proper over B . Then the functor Hom ( F , G ) is an algebraic space affine over B . If F is of finite pres",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,10,18.868019,arbitrary;be;category;functor;is;of;on;ring,0GNQ,functors-lemma-functor-on-modules,functors.tex,416,lemma,Functors on module categories,"egin lemma Let A be a ring. Let B be an additive category with arbitrary direct sums and cokernels. There is an equivalence of categories between egin enumerate the category of functors F : ext Mod A o B which are right exact and commute with arbitrary direct sums, and the catego",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,11,18.820796,algebras;arbitrary;be;category;functor;is;of;ring,0GNV,functors-lemma-functor-modules,functors.tex,522,lemma,Functors between categories of modules,"egin lemma Let R be a ring. Let A and B be R -algebras. There is an equivalence of categories between egin enumerate the category of R -linear functors F : ext Mod A o ext Mod B which are right exact and commute with arbitrary direct sums, and the category ext Mod A R B . given b",2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.proposition.2-1,proposition,Proposition 2.1,12,18.723555,be;category;flat;functor;is;noetherian;of;on;ring,00MB,algebra-lemma-completion-flat,algebra.tex,22956,lemma,Completion for Noetherian rings,egin lemma Let I be an ideal of a Noetherian ring R . Denote completion with respect to I . egin enumerate The ring map R o R is flat. The functor M M is exact on the category of finitely generated R -modules.,2DE82D6EFC0DAE099BC8C10541DBA15BF0AE08B62A4C12303B6575ECBAC5E7E8,lexical_candidate_only
fga.195.sc.corollary.u.n01,corollary,Corollary,1,18.434325,finite;flat;is;locally;noetherian;of;topological;type,039K,etale-theorem-flat-map-open,etale.tex,980,theorem,Topological properties of flat morphisms,egin theorem Let Y be a locally Noetherian scheme. Let f : X o Y be a morphism which is flat and locally of finite type. Then f is (universally) open.,78E04F46F3D59D4F9C519238F7338F2F49870FBB10AAD2F095A25500489F081E,lexical_candidate_only
fga.195.sc.corollary.u.n01,corollary,Corollary,2,18.115133,algebra;finite;flat;is;local;noetherian;of;rings;type,0FCW,dpa-lemma-local-perfect-diagonal,dpa.tex,2344,lemma,Smooth ring maps and diagonals,"egin lemma Let A o B be a local ring homomorphism of Noetherian local rings such that B is flat and essentially of finite type over A . If B A B B is a perfect ring map, i.e., if B has finite tor dimension over B A B , then B is the localization of a smooth A -algebra.",78E04F46F3D59D4F9C519238F7338F2F49870FBB10AAD2F095A25500489F081E,lexical_candidate_only
fga.195.sc.corollary.u.n01,corollary,Corollary,3,17.752111,algebra;finite;is;noetherian;rings;type,00FO,algebra-lemma-obvious-Noetherian,algebra.tex,6075,lemma,Noetherian rings,egin lemma Any finite type algebra over a field is Noetherian. Any finite type algebra over Z is Noetherian.,78E04F46F3D59D4F9C519238F7338F2F49870FBB10AAD2F095A25500489F081E,lexical_candidate_only
fga.195.sc.corollary.u.n01,corollary,Corollary,4,17.649662,algebra;flat;is;local;noetherian;of;rings,00OF,algebra-lemma-flat-under-regular,algebra.tex,27189,lemma,Regular rings and global dimension,egin lemma Let R o S be a local homomorphism of local Noetherian rings. Assume that R o S is flat and that S is regular. Then R is regular.,78E04F46F3D59D4F9C519238F7338F2F49870FBB10AAD2F095A25500489F081E,lexical_candidate_only
